No.,created_time,status,comments_count,shares_count,likes_count,angry_count,haha_count,love_count,sad_count,wow_count
98,2016-08-05 20:30:00,"Plans to launch rocket attacks on Marina Bay
------------------------------------------------------
 
Indonesia has today announced the arrest of 6 persons. They were thinking of attacking Marina Bay with rockets.
 
This shows how our enemies are thinking of different ways of attacking us.
 
I have on several occasions referred to Molenbeek – the Belgian town from which the Paris attacks were planned. And have pointed out that there are several possible Molenbeeks around us, from which attacks can be launched on Singapore. These include the Riau islands. Terrorists who will seek to come in through our checkpoints; they will also try to launch attacks from just outside. And this is in addition to lone wolf attacks from radicalised individuals/groups.
 
We have to be extra vigilant.
 
PM will launch #SGSecure next month. #SGSecure is a national movement – that will seek to mobilise the entire community into being more security conscious, and involved.

#StayAlert #StayUnited #StayStrong

Channel NewsAsia: http://www.channelnewsasia.com/news/singapore/indonesia-foils-plot-to/3016798.html

The Straits Times: http://www.straitstimes.com/asia/se-asia/indonesian-police-arrest-six-batam-militants

TODAY: http://www.todayonline.com/singapore/6-terror-suspects-arrested-plotting-hit-marina-bay-rocket-batam-reports

BBC News: http://www.bbc.com/news/world-asia-36983460

ABC News: http://www.abc.net.au/news/2016-08-05/indonesian-police-arrest-six-suspects-allegedly-planning-singap/7696114",64,385,789,116,1,3,19,65
99,2016-08-05 14:00:00,"I joined 140 of our senior citizens on a weekend outing to the Singapore Flyer and Gardens by the Bay.
 
They were accompanied by volunteers, grassroots leaders and staff of Chong Pang CC who brought them on the visits. And were hosted to a light dim-sum lunch.
 
Our sponsors and the venue managements made sure that our senior citizens were well-taken care of.

Nee Soon Cares #HomeWithAHeart",9,20,717,0,1,18,0,2
100,2016-08-04 21:00:00,Joined residents from Chong Pang Zone 7 and 8 at a fruit party organised by the Resident's Committee.,4,17,609,0,0,11,0,1
101,2016-08-04 10:26:54,"Religious harmony, riots, Chinese temples burnt
-------------------------------------------------------------
There has been troubling news of riots in Indonesia, last Friday evening (in Tanjung Balai, North Sumatra). Fortunately, Indonesian police managed to bring the situation under control overnight.

At least six Chinese temples were reportedly burnt during the riots.

Reports suggest that the incident was sparked by an insensitive remark by a Chinese lady. She was apparently upset by the loud call to prayer from a mosque in front of her house. She went to the mosque to confront the Imam.

Her argument with the Imam was reported on social media. News soon spread, tensions escalated and the situation very quickly deteriorated into mass looting and damage of property. Hundreds of people were allegedly involved. Several Chinese pagodas and monasteries were set on fire.

Local police managed to stop groups from burning down the woman’s house but could not prevent the temples from being attacked. The Indonesian police has blamed social media for inciting the violence with false, provocative news that riled people.

We see time and again how an insensitive remark, argument can quickly spark a major riot or conflict. And news, as well as rumours can easily spread, and the consequences can be clashes along ethnic, religious lines.

Attached are some media reports on the incident.

TODAY: http://www.todayonline.com/world/asia/indonesian-police-blame-social-media-attack-temples

The Straits Times: http://www.straitstimes.com/asia/se-asia/indonesia-detains-7-after-attacks-on-buddhist-temples

AsiaOne: http://news.asiaone.com/news/asia/buddhist-temples-burned-down-plundered-north-sumatra

http://www.antaranews.com/en/news/105997/situation-in-tanjungbalai-safe-under-control-following-riot-police",17,50,216,20,1,1,46,3
102,2016-08-03 21:00:00,"Joined volunteers of our PAP Nee Soon GRC Chong Pang Branch at a weekend gathering in Sembawang Park.

Happy to see them enjoying themselves. Our volunteers dedicate much of their time and effort to listen and help our residents with their problems. They are at our Meet-the-People Sessions every Tuesday evening, rain or shine, through late night.

It is truly meaningful work. Some of our volunteers joined us after they had received help themselves.

#AlwaysOnYourSide",5,17,550,0,1,6,0,0
103,2016-08-02 20:30:00,"Nee Soon South Community Health Fair was held on Sunday .  We also launched a new National Kidney Foundation (NKF) Dialysis Centre at Blk 840.
 
The centre is close to Khatib MRT Station and combines both a dialysis centre with an education and outreach office.
 
The dialysis centre was made possible throught a partnership between the private sector and the government. To support it, the Singapore Contractors Association (SCAL) raised some $1.9 million, with the Government's dollar-for-dollar matching grant.
 
Nee Soon GRC now has three dialysis centres in Nee Soon Central, East and South.
 
Diabetes is one of  primary causes leading to kidney failure. We have to go towards prevention – better diet, exercise. Otherwise there is a serious impact to the quality of life. The new centre will seek to reach out and educate on prevention, besides providing dialysis.

Nee Soon Cares #HomeWithAHeart",10,33,777,0,0,14,0,2
104,2016-08-01 13:58:00,"I joined a dialogue by the Canberra Drive Neighbourhood Committee (NC) on behalf of residents of One Canberra Yishun Condominium. I met them three months ago on 24 April 2016. They had brought up several issues about their development.
 
I asked my colleague, Er.Dr.Lee Bee Wah to look at the issues, and help. She is a trained engineer. She is also well-known for her perseverance in getting things solved.
 
She and the grassroots leaders put in a lot of effort to facilitate the discussions between residents and developer.
 
Dr Lee also identified other issues during her visits . She asked the developer to look into.
 
There has been much progress since then.

Nee Soon Cares #HomeWithAHeart",10,19,521,0,0,10,0,1
105,2016-07-30 21:00:00,"I joined the members of Tabernacle of Christ at one of their weekend get-together. The members, led by Pastor Francis Ng, are doing good community work in Chong Pang – they went into the community, and asked residents to join the event. To cheer up the senior citizens, and others who would like an outing.
 
Some of you might also recall a familiar face - Li Nanxing in the photos. He generously gave his time, and the residents were star-struck and very happy.",20,58,1541,0,2,24,1,7
106,2016-07-28 21:00:00,"We need to get the message on #SGSecure to all Singaporeans. Attacks throughout the world are taking place daily. More people have been arrested in Malaysia. 
 
Apart from Run, Hide, Tell, there are also simple procedures every community can learn about - vigilance, medical, community support etc. #SGSecure carnivals will take place throughout Singapore to share the information. I encourage everyone to participate.
 
#StayAlert #StayUnited #StayStrong
Singapore Police Force Singapore Civil Defence Force Immigration & Checkpoints Authority Home Team News (Singapore)",15,125,412,0,0,13,0,0
107,2016-07-26 21:00:00,"Joined my grassroots volunteer Mdm Nora at her home on a Sunday. Met her family members, including her very cute son. The chairman of the Resident Committee (RC), Jackson joined us with his grandson (the Chinese boy in the photos). 
 
Both families are neighbours, and the two boys were born four days apart. They share a special friendship.
 
Very appreciative of our grassroots volunteers. They spend countless hours serving our community and putting in hard work to benefit our residents.",8,19,384,0,0,10,0,0
108,2016-07-23 19:00:28,"KPMG’s damning Report on AHTC, millions not properly accounted for, KPMG questions integrity and ethics of AHTC
---------------------------------------------------
The latest monthly progress report on Aljunied-Hougang Town Council (AHTC) issued by KPMG paints a devastating account of the Workers’ Party’s mis-management of its town council. It is a damning litany of highly irregular and suspicious financial practices, poor governance structures and extensive leadership failures. 
 
KPMG, AHTC’s own independent accountants, has uncovered even more faults than the Auditor-General’s Office (AGO) and AHTC’s statutory auditors. AGO and AHTC’s statutory auditors found 115 failures. KPMG uncovered another 70 – making a total of 185 failures. Since the AGO audit, the situation has not gotten better. It has gotten far worse.
 
KPMG says:
•       AHTC’s “control failures,” were “pervasive, cutting across the key areas of governance, financial control, financial reporting, procurement and records management over the course of five years.”
•       There was no “culture of compliance to controls”. 
•       “There was no ….…enforcement of integrity and ethical values,” 
 
KPMG’s Report underlines the key issue: AHTC’s leadership has neither upheld nor enforced integrity and ethical values. The rot is at the top. This should come as no surprise. The High Court and the Court of Appeal have already criticised Ms Sylvia Lim and Mr Pritam Singh for suppressing the truth (designed to mislead) both in Parliament and in Court. To them, the truth is a tradable commodity. I will say more about this in another post.
 
KPMG also found that AHTC’s lapses were not isolated, but rather “pervasive” and “systemic”: “There is an issue larger than the sum of individual lapses at AHTC”, it says, “a failure in the control environment”, which “includes the governance and management functions and the attitudes, awareness and actions of those charged with governance and management”.
 
KPMG said that AHTC used highly irregular shortcuts to process millions of dollars in payments to related parties, and “suppliers”. It used “dummy” vendor codes for payments, without specifying who the suppliers were. These practices could have concealed duplicate or fraudulent payments. Obviously, WP’s leadership thought they could play Aljunied residents – and Singaporeans -- for dummies.
 
Despite auditors flagging concerns over four years – including the AGO itself – AHTC’s Finance & Investment Committee and Audit Committee were not bothered. They didn’t even meet regularly to deal with the issues.
 
The attitude of AHTC in dealing with its severe problems is quite telling. In response to KPMG’s report, Mr Pritam Singh breezily says: “AHTC accepts all the recommendations in full”.
 
That’s it. He seems to think that suffices. No need for apologies, explanations, clarifications.
 
He does not explain why AHTC indulged in “highly irregular” practices. He does not explain why there was “failure in (its) control environment”. He doesn’t apologise for the mess, nor account for the “attitudes, awareness and actions of those charged with governance and management” – i.e., AHTC’s political leadership, WP’s six MPs. Is he himself (having already misled the Court of Appeal) in a position to enforce ethical values?
 
Mr Singh’s attitude is consistent with what KPMG in essence said about them: That AHTC’s management has not acted responsibly in dealing with its failings. Where is their sense of responsibility to put things right? Where is their sense of duty, honour and integrity?
 
They went to court to oppose, tooth and nail, the appointment of an independent accountant. We know now why: They don’t want any light shone into their dark corners, of which there are many. This is another subject I will deal with in another post.
 
Mr Singh and his colleagues can’t keep Singaporeans in the dark so easily.
 
•       Many of the problems KPMG identified deal with payments -- running into millions of dollars -- which have already been made. What is Mr Singh and his colleagues going to do about them?
•       Who received the payments and for what purpose? How many of them were genuine? Who amongst your friends benefitted? Why did you use dummy codes for payments – i.e. who really received the payments?
•       For four years, your auditors have been asking for supporting documents. Are you finally going to produce them, or admit that they do not exist?
 
We are still at the early stages in this painful saga. So far KPMG has only looked at the control environment and accounting systems and so on. The Court of Appeal had also directed that the accountants to look into the actual payments that AHTC has made over the years, identify their lawfulness, and where necessary, take steps to recover the payments.
 
Much work remains to be done. More facts will emerge, facts which will show what actually happened to the monies, and what the WP has been up to in Aljunied, Hougang, and for two years Punggol East.",155,300,428,77,6,3,8,25
109,2016-07-23 16:46:21,"Indonesia Minister taunting us, saying Singapore is small.
-------------------------
We are good friends with Indonesia in the last 50 years. We have cooperated on many matters.

Both countries benefit from this good relations.

But every now and then, someone in Indonesia will tell us that we should know our place, a little red dot.
 
The Indonesian Finance Minister is quoted in the article attached as saying he is not afraid of Singapore because it is a small country. 

I don’t understand why there is this constant attempt to put us down; and taunting us
that we are small. 
 
Yes, we are a little red dot. We may be small. But we are respected and successful. And our people lead meaningful lives. And we don’t live in fear of anyone else.
 
http://m.todayonline.com/singapore/singapore-not-thwarting-indonesias-tax-amnesty-programme",215,471,1760,81,7,41,11,8
110,2016-07-22 22:00:00,"Attended 2 events for lawyers last week – the Criminal Law Conference and the Asia Pacific Legal Retreat.
 
Among other things, I shared about what makes Singapore attractive as a city and what gives people confidence in our society and legal system.
 
92% of respondents to a public perception survey in 2015 agreed that Singapore has a fair and efficient legal system. They have trust and confidence in the system.
 
Over the last 25 years, our crime rate has come down, from 1,500 crimes for every 100,000 people, to 600 in 2015.

In 2015, we were ranked #1 for personal safety in the Safe Cities Index, out of 50 cities. That includes Tokyo, Osaka, cities which have traditionally been considered among the safest in the world!
 
The 2015 Gallup Global Law and Order Report which measures the personal sense of security and confidence in the police force ranked Singapore #1, amongst 141 countries.
 
We have achieved all these results despite having one of the leanest police forces in the world.
 
By and large, we have arrived at a place where people generally observe the law. This is the situation we have today. Something precious. So as we change, we must know why we are here, what worked, and make sure we do not alter the good parts of the system which work.",7,35,320,1,1,7,0,0
111,2016-07-21 20:50:00,"Proud to be Singaporean
------
Recently, on a Singapore Airlines flight, I met Leading Stewardess Alicia and her team.
 
The team was great. Alicia also shared how proud she was to be Singaporean and working for Singapore Airlines. I could see that in the way she carried out her duties - highly professional and friendly.
 
She said, having travelled all around the world, she realises how much she appreciates Singapore.
 
She also shared with me photos of her family attending the People's Action Party (PAP) rally last year. Her daughter, Olivia can be seen with her face painted in PAP colours, and the lightning symbol.",29,26,820,0,2,43,0,6
112,2016-07-20 15:00:00,"Rude, mocking behaviour of a resident
-------------------------------------------------------- 
Public officers deal with thousands of members of the public every day, on different issues. They try their best to help. On many such occasions, they need to work with the public to help resolve municipal issues at hand. Most residents are helpful and understanding.
 
And sometimes our public officers are wrong. When that happens they get disciplined.
 
But from time to time, our officers also get verbally abused, with unfair, sarcastic or offensive remarks.
 
Recently a resident wrote to me complaining about rats. Even as the staff from the People’s Association, Town Council and Residents’ Committee tried to help, he continued to write emails peppered with sarcasm to mock them. He seemed to think that he had a right to do so.
 
After mocking them, he then wrote to me in these terms:
 
“Thank you for making wonderful visit (sic) almost every week at Chong Pang Blk 107. Maybe you have been too busy meeting the residents and grassroot members are also blinded by the job to served (sic) as much every week on non essential matters. I would like to share a little secret with you…you have a new family in our neighbourhood and maybe you and your grassroot team would like to meet them personally. I have uploaded a video to introduce themselves to you and maybe you could drop by when you are around next week.’’ He then uploaded a video of some rats. He was being sarcastic, even while acknowledging my regular presence.
 
We responded. I told him that the Town Council was dealing with the problem.
 
I then told the Town Council staff to see him, and explain to him what steps were being taken.
 
He responded as follows:
 
“If your team is so confidence (sic) that it would be able to resolve 90% of the problem I had hightlighted (sic), please join me at 730 am at blk … at lift lobby D.’’
 
The officers contacted him and made an appointment for a Sunday morning at 7.30am. Three Town Council representatives, one RC chairman and one PA staff waited for him.
 
The resident switched off his mobile phone and didn’t turn up without any notice!
 
He deliberately wasted the time of the officers, and the RC volunteer.
 
When he was sent an email setting out his conduct he responded sarcastically – that he will give a further response. But nothing has been heard from him since then.
 
We do our best. Most of the time people understand what we do.
 
But once in a while we come across persons, who behave with nastiness, mocking grass roots leaders who spend countless hours serving the community, and mocking the hard working staff of the Town Council.",165,482,1176,403,7,10,68,8
113,2016-07-19 20:45:00,"Drugs destroy Lives – Reflections from a visit to a welfare home
--------------------------------------------------------
 
Some weeks ago, I visited a Home which provides shelter and care for boys who are neglected, abused or homeless, juvenile offenders and those beyond parental control.
 
The boys in the Home, are aged between 10 and 18. There were nearly 70 of them. The majority (about 70%) come from either single parent families (parents either divorced or widowed) or reconstituted families (I.e. they have step-parents and step-siblings).
 
What struck me was that, 30 of the boys (about 45%) come from families where one or both parents were involved in drug abuse. As their parents were embroiled with drugs, many of the boys end up in the care of their elderly grandparents or relatives, or in foster care. The Home took them in when these alternative care arrangements were no longer viable.
 
Sadly, many of these boys do not see much of their parents throughout their growing up years. Some of their parents suffered from serious health issues arising from long-term drug abuse (e.g. cancer, depression), leading to prolonged absence, or even death.
 
“A’’ is one such example. ""A"" never met his dad. His mum could not take care of him due to drug-related offences. He was first placed in foster care when he was 3 years old. He and his mum were only reunited momentarily each time his mum came out of rehab. By 9 years old, ""A"" had been to several different foster families. However, it was difficult for the foster families to continue to care for him.
 
When ""A"" first came to the Home at age 13, he suffered from anger issues and feelings of rejection. Over time and through the Home’s support, he became much calmer and his emotions stabilised. His studies improved. He developed a passion for gardening and art, and spends time tending to the garden in the Home.
 
""A"" always dreamt of the day that he could be with his mum again. However, his hopes were crushed when he received the sad news that his mum had died of cancer. He is now 16 years old. The Home has been the only ‘family’ for him.
 
The boys’ stories remind us how drugs not only destroy the lives of abusers, but affects their loved ones and future generations of Singaporeans.
 
#NoToDrugs",10,42,158,0,0,4,22,2
114,2016-07-18 21:00:00,"Spending a meaningful day
------------------------------------
A group of young people  celebrated #YouthDay in a meaningful way. They were in Chong Pang serving the community - cleaning households, distributing rations and interacting with our residents. The residents were delighted to see them.
 
They are students and part of the ITE Leadership Programme (ITELP) to help develop leaders with soft skills, and cultivate the heart to serve the community. 
 
This programme sends the message that service and compassion are important skills leaders must possess.
 
I hope they will be inspired to continue as our next generation of community leaders.",12,34,378,0,0,15,0,3
115,2016-07-11 12:26:22,"Hari Raya in Nee Soon
------
I went to Darul Makmur Mosque for Hari Raya. Very large crowd of worshippers. 

Met the Imam, had a good chat with the Committee, including the Chairman, Hj Khalid Shukur bin Bakri.
 
And had home-cooked lontong in the mosque – delicious.

Nee Soon Cares #HomeWithAHeart",11,39,813,0,1,21,0,0
116,2016-07-07 13:30:00,"Horrific abuse of a 2-year old
---------------------------------------
 
Many would have read about the case of the 2-year old child who was killed. This Channel NewsAsia story sets out in horrific detail, the abuse and torture that a 2-yr old boy suffered at the hands of his mother and her boyfriend.

The child was kicked, slapped, stomped on daily, made to stand with his hands on his head for hours, and had dried chilli forced down his throat!
 
Poor defenceless child. How can any human being do this to a 2-yr old? Let alone a mother to her own child?
 
It was heart breaking to read the details of what the boy went through.
 
For cases like this, we need to see whether the current legal framework is adequate. They ruthlessly tortured the child for more than a month, and effectively killed him.
 
We have to also encourage people to report when they see abuse immediately.
 
Here, two housemates of the mother and her boyfriend called the ambulance and the agencies came to know as a result.
 
http://www.channelnewsasia.com/news/singapore/couple-who-tortured-2/2930842.html",71,69,278,75,1,0,96,1
117,2016-07-06 08:01:29,"Selamat Hari Raya!
------
The holy month of Ramadan ends with the celebration of Aidil Fitri. 

Friendships, family and community bonds will be renewed through prayer and forgiveness. It is also a time for generosity. 

Wishing all our Muslim friends, Selamat Hari Raya Aidil Fitri.

Nee Soon Cares #HomeWithAHeart",19,82,889,0,0,24,0,2
118,2016-07-05 20:55:00,"Visit to Geylang Serai Ramadan Bazaar
----------

I visited the Geylang Serai Ramadan Bazaar on Monday to meet the Police officers performing operational duty.

The Police operations at the Bazaar is planned and executed entirely by Police NS Men from Bedok Division. The NS officers perform patrol duties and attend to incidents, keeping the Bazaar safe. They take pride in their duties. Many return year after year.

It was nice to meet Singaporeans of all races and religions soaking in the festive atmosphere at the Bazaar, having a good time with friends and family.

Home Team News (Singapore) HomeTeamNS Singapore Police Force",3,37,474,0,0,13,0,3
119,2016-07-05 18:00:00,"Iftar at Masjid Khalid
------

I went for Iftar at Masjid Khalid yesterday.

I met a gentleman, Aziz, (main photo) at the Mosque. Aziz is 68. Despite being wheelchair-bound and having movement difficulties, Aziz comes to the mosque faithfully for prayers several times a week. Sometimes he takes a bus, and comes to the mosque by himself.

His devotion is impressive, and is a reminder of how for many, religion provides strength, meaning and purpose in our lives.",14,42,1019,0,0,26,0,6
120,2016-07-05 12:10:04,"Terror attacks during Ramadan
------
 
Last week, we had the attack at the Istanbul airport, the grenade attack at the nightclub in Puchong and the hostage attack at the café in Dhaka.
 
On Saturday, a suicide truck bomb attack in a busy shopping district in Baghdad left more than 200 dead. Many of the victims had just broken fast, and were shopping with their families in preparation for Eid al-Fitr (end of Ramadan).
 
On Monday, a coordinated wave of suicide bombing attacks took place in Saudi Arabia. One of the attacks took place at the Prophet’s Mosque in Medina, one of Islam’s holiest sites, at a time when thousands of Muslims had gathered to pray.
 
This morning, a suicide bombing took place at the local police headquarters in Surakarta in Indonesia.
 
ISIS has planned these attacks.
 
The holy month of Ramadan is meant to be a period of charity and compassion. Instead, ISIS sees Ramadan as an opportune time to take away innocent lives, declaring that they would make it “a month of pain for infidels everywhere.” Even Muslims have not been spared.
 
Our hearts and prayers are with the victims and their loved ones.

TODAY: http://www.todayonline.com/singapore/ramadan-attacks-show-evil-nature-islamic-state-says-shanmugam

CNN: http://edition.cnn.com/2016/07/03/world/isis-jihadi-attacks/

The New York Times: http://www.nytimes.com/2016/07/04/world/middleeast/ramadan-isis-baghdad-attacks.html?_r=0",41,265,628,41,0,4,88,1
121,2016-07-05 08:46:33,"Relaxing
---------

Was at East Coast, and saw this cat sunning itself, totally relaxed. 
Then he gave us a look !",52,49,1590,0,146,51,0,4
122,2016-07-02 20:30:00,"A heart-warming gesture
------
A few weeks ago, I shared about my visit to the Muhammadiyah Welfare Home. I had met two boys, Sha and Remy who impressed me with their piano music. They never had music lessons. Nor do they read musical notes.
 
Subsequently, a volunteer group - Play it Forward Singapore - offered to donate a piano to the Home so the boys could practise. They eventually donated two pianos. Sha was asked to personally choose the pianos for the Home. 

And Play It Forward also gave a  piano to him. He was ecstatic.  He had never thought that he would own a piano. 
 
Play It Forward was started by 3 young Singaporean pianists Jean, Yan and Billy. Really heart-warming gesture by them. 
 
#PlayItForwardSG #OurFavePlaceSG #HomeWithAHeart",6,27,252,0,0,9,0,1
123,2016-07-01 20:00:00,"Someone sent me a video from The Daily Show.

Funny and yet useful.
 
https://youtu.be/9pOiOhxujsE",16,23,291,0,21,0,0,3
124,2016-06-30 21:00:00,"Joined residents and fellow MPs at the Nee Soon GRC Family Day at ORTO.
 
There was also a bazaar where I met several entrepreneurial Singaporeans.

#HomeWithAHeart Nee Soon Cares",9,33,875,0,1,15,0,1
125,2016-06-29 17:39:12,"Attack at Istanbul Ataturk Airport (IST)
 
An attack took place at the Istanbul Airport.  Triple suicide bombings and firing of assault rifles.  Clearly a coordinated attack at one of Europe's busiest international airports.  At least 36 killed and more than 140 wounded. Early signs suggest ISIS was behind the attack.
 
And the attack took place during the holy month of Ramadan! 

This has shattered the peaceful Ramadan period, and brought grief to many Muslims and non-Muslims in Turkey and all around the globe. It is against the fundamentals of what Ramadan means.
 
Our hearts and prayers go out to the victims and their families.

The Straits Times: http://www.straitstimes.com/world/middle-east/two-explosions-hit-istanbuls-ataturk-airport-multiple-injuries-turkish-official

Channel NewsAsia: http://www.channelnewsasia.com/news/world/two-explosions-hit/2913574.html?cx_tag=similar&cid=tg:recos:similar:standard#cxrecs_s

Lianhe Zaobao: http://www.zaobao.com.sg/realtime/singapore/story20160629-634956

Berita Harian Singapura: http://www.beritaharian.sg/setempat/singapura-kutuk-keras-serangan-di-istanbul-tiada-warga-singapura-cedera",19,51,263,41,0,1,89,2
126,2016-06-27 21:15:00,"I joined over 600 residents at two Iftars organised by our Chong Pang grassroots leaders.

The Straits Times: http://www.straitstimes.com/singapore/zero-tolerance-for-hate-speech-says-shanmugam

Channel NewsAsia: http://www.channelnewsasia.com/news/singapore/singapore-s-politics-must/2884388.html

TODAY: http://www.todayonline.com/singapore/spore-must-prevent-political-debate-going-along-racial-religious-lines-shanmugam

Lianhe Zaobao: http://6883523.com/?K1qREkcPJ11GIRSqDIRnDxMpExjQNtVPODpQPuxQNtVSQN0.html

Berita Harian Singapura: http://www.beritaharian.sg/setempat/muslim-sedunia-prihatin-komen-negatif-terhadap-islam-di",7,17,271,0,0,7,0,0
127,2016-06-25 13:58:00,"Guns and America
 
BBC News reports that there were, in the US:
- 150 mass shootings in 2016 [6 months!]
- 6381 deaths through gun shots in 2016
- 357 million firearms [estimated]
- 101 firearms for every 100 people [estimated]

It is quite tragic that the country is not able to find a way to control guns from reaching madmen, criminals, terrorists and would be mass murderers.

The Wall Street Journal said in a recent article:

“There is no reason why the American public should be able to purchase military-style semiautomatic weapons such as the AR-15, which has become a favorite of mass shooters. 

As retired Gen. Stanley McChrystal, one of the leaders of a new veterans' group for gun control, notes, the purpose of the AR-15 is to kill a great many people as quickly as possible. It is also important to ban high-capacity magazines, which allow a killer to keep killing without reloading. 

Mateen used a Sig Sauer MCX semiautomatic rifle (similar to the AR-15) with a 30-round magazine.

Even if bans on assault weapons and high capacity magazines aren't politically possible, Congress should, at a minimum, prevent suspects on terrorism watch lists from purchasing firearms legally -- something that they were able to do 223 times in 2015, according to the Government Accountability Office.""

So even suspects on terrorism watch lists can buy firearms!

Some Congressmen decided to do a sit-in protest in Congress, because they were unable to get gun controls passed into law. Video is below.

Scenes like this makes one wonder – Is America able to provide its people with real safety and security?

http://www.bbc.com/news/world-us-canada-36598736",34,37,306,6,3,1,28,10
128,2016-06-24 13:55:00,"Meeting Traffic Police officers
 
After my Iftar with the officers from Traffic Police (TP) last Monday, Sgt Mariah Ali from TP’s Investigation Branch shared this photo with me. 

In the picture, we have officers from TP’s Investigation Branch, Operations Room and Road Safety Branch. 

These officers work tirelessly to keep our roads safe. Wishing the officers all the best in your work!

Home Team News (Singapore) Home Team Volunteer Network Singapore Police Force",9,20,701,0,0,10,0,3
129,2016-06-23 13:58:00,"Stanford Rapist Brock Turner

Many would have read about the rapist, Brock Turner who got off quite lightly. 

His victim detailed the travails she had to go through. From the sexual assault by her perpetrator to the invasive examination she was put through to collect evidence and the interrogation in court.

The potential maximum punishment for Brock Turner was 14 years in a state prison. He was eventually sentenced to 6 months in a county jail and probation!

The 6-month sentence borders on the absurd.  Cases like this can diminish confidence in the system as a whole.

Any effective criminal justice system must achieve 3 things:
· It must not make it difficult for women to report the crimes.

· It must not put women through unnecessary ordeal during investigations and interrogation in court and should be sensitive to the state of the victims.  

· And when guilt is proven, the punishment for such serious crimes must be commensurate with the gravity of the crime.

I read the young woman’s account of what she had to go through in Court, being subjected to a highly offensive line of questions.  It suggested a complete lack of remorse by Brock Turner.  And his father’s statement, that it was only “20 minutes of action” was something else altogether.

In Singapore, we need to take a strict approach to these sorts of offences.  And we need to work at making it easier for women to report and undergo examination when they have been victims of sexual violence.

https://www.theguardian.com/us-news/2016/jun/06/stanford-sexual-assault-case-victim-impact-statement-in-full",131,409,3036,158,1,74,17,3
130,2016-06-21 21:30:41,"Iftar at Traffic Police
 
I joined about 200 officers and staff at the Traffic Police for Iftar on Monday. 

Spoke to many of the officers and conveyed my well wishes. It was nice to see officers of different races and religions coming together. 

We are proud to have this spirit of unity in the Home Team.

Home Team News (Singapore) Singapore Police Force",20,70,1384,0,0,23,0,7
131,2016-06-20 20:00:00,"Did a walkabout and visited the coffee-shops and eating houses in Chong Pang City
 
Also took a photo with a group celebrating a birthday at the Blk 101 coffeeshop.",14,51,1361,0,0,26,0,1
132,2016-06-19 14:00:00,"Was at the official opening of SPCA Singapore yesterday.

One photo caught my eye. The body of a dog, brought into SPCA, after it had died. Emaciated, badly treated.

People can be so heartless.

SPCA investigated the matter, the owner was charged, found guilty.

I hope as a society we can do better, and that animal welfare continues to improve.

And hope that more people can volunteer with SPCA, other Animal Welfare Groups. They are doing tremendous work.",123,192,795,291,0,6,387,4
133,2016-06-18 22:00:00,"SPCA Singapore Animal Welfare Centre official opening. 

Met Alibi (I like his name!) who witnessed the official opening of SPCA's new centre this morning together with me. He used to be a stray mongrel before SPCA saved him in Oct 2013.

We need to do more to educate people against animal cruelty. It's not just the role of government or SPCA. Everyone should play a part. At the same time, we need to be practical in our approach including the Trap, Neuter, and Release Scheme. Culling, is also inevitable when dealing with the aggressive animals, but should always be the last resort. 

Quite happy about the big plans SPCA has for the future. With the larger and better equipped premises, more can be done, including more partnerships to bring the animal welfare community together to advance the movement. 

One such example is the pilot scheme in Chong Pang to allow cats in Housing & Development Board (HDB) flats.",49,89,1454,0,0,83,0,2
134,2016-06-16 13:58:00,"My Facebook Journey

I started this #FacebookJourney in 2011. If anyone had said that 5 years later, I will have 100,000 Facebook friends, I would have been quite surprised.

I've shared many stories, thoughts and observations. It has been a deeply meaningful journey, sharing with friends, the community, and getting to know your thoughts as well.

Here are some of the stories that I had shared, which found some resonance.

Thank you to all my friends.

http://www.myfacebookjourney.org/",44,60,1759,0,12,51,0,8
135,2016-06-14 22:28:38,"Orlando Shooting

This evening,  I joined the Iftar at Khadijah Mosque.

I was asked by the media about the Orlando shooting incident. I said: The motives of the gunman are not yet clear. Investigations are continuing. But it looks like the gay community has been targeted. This is unacceptable. Violence against any group and any form is not acceptable. Here, the Government will act decisively, if there is threat or violence against anyone or any group.

The Government's duty is to protect everyone. Their race, their religion, their sexual orientation - these are not relevant in terms of the Government’s duty to protect. We have a duty to protect everyone. And I think in this incident, (it) again highlights the threat of terror, whether it's targeted at religious groups or whether it's targeted at specific people, individuals. And we, as Singaporeans, have to come together, unite together to fight this terror.

The Iftar was organised by the Religious Rehabilitation Group (RRG).

Home Team News (Singapore)",41,108,1292,0,0,36,0,1
136,2016-06-14 09:27:05,"This morning at about 4.30am, Amrin Amin and I joined 500 Muslim officers from the Singapore Police Force and Prisons ,for Sahur   

The officers were trainees, instructors and staff. 

Wishing all Muslim colleagues at Home Team a meaningful month of Ramadan.

Read more about our visit at https://www.facebook.com/hometeamnews/posts/1151059781624416

Home Team News (Singapore) Captains of Lives",6,0,519,0,0,5,0,2
